fulltext_pdf,date,fulltext_html,doi,title,,volume,issue,,firstpage,description,,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv4,csv5,csv2,,,csv3,,csv1,,,,,,,,,csv6,,,,
fulltext_pdf,date,fulltext_html,doi,title,,volume,issue,,firstpage,description,,,,,,,,,author,abstract_html,,fulltext_xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,,,authors,,,,,,,,issn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,description,abstract,journal,license,figure,copyright,,supplementary_material,,,,figure_caption,fulltext_xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,,volume,issue,,firstpage,description,,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,,doi,title,publisher,volume,issue,authors,firstpage,description,abstract,journal,license,figure,,issn,,language,,abstract_html,,,lastpage,source,identifier,creators,contributors,references,,htmlBodyAuthors,corresponding_author_email,onlineDate,htmlBodyAuthorUrls,author_institutions,citationDate,,,,,,,,,,,,,,,htmlCitations,,,,,fulltext_html_frameset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,,,,publisher,,,,,description,,,license,,,,,language,,,,,,source,identifier,creators,contributors,,,htmlBodyAuthors,,,htmlBodyAuthorUrls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,description,abstract,journal,license,figure,copyright,,supplementary_material,,,,figure_caption,fulltext_xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,description,abstract,journal,license,figure,copyright,,,,,,figure_caption,,lastpage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conference,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,,abstract,journal,license,figure,copyright,,supplementary_material,,,,figure_caption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,,abstract,journal,,,,,supplementary_material,language,,,,,lastpage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
